id,aligned,n_revisions,human_explanation,llm_explanation,human_n_explanation,llm_n_explanation,human_n_statements,llm_n_statements,human_statement_char_length,human_statement_token_length,llm_statement_char_length,llm_statement_token_length,human_explanation_char_length,human_explanation_token_length,llm_explanation_char_length,llm_explanation_token_length,human_explanation_avg_char_length,human_explanation_avg_token_length,llm_explanation_avg_char_length,llm_explanation_avg_token_length,source,errant_error_type
fce_test_383,"It 's one of the most important things for me {,=>} to have a chance to forget about {all=>} my present , luxurious life and {=>to} try doing something different .",3,"- The comma was removed because it interrupts a complete thought.
- 'All' was removed as a determiner for 'life' because 'life' is a singular noun.
- 'To' was inserted before 'try' to improve parallelism with the previous phrase 'to have.' It is an optional edit.","- The comma is removed to avoid a comma splice.
- 'All' is removed because it is unnecessary and redundant in this context. 'To' is added before 'try' to make the sentence grammatical.",explanation_1,explanation_2,3,2,"[63, 79, 113]","[11, 21, 27]","[45, 134]","[10, 30]",255,59,179,40,85.0,19.666666666666668,89.5,20.0,fce,"['U:PUNCT', 'U:DET', 'M:VERB:FORM']"
fce_dev_362,I will ask {=>for} my money back .,1,"- The word ""for"" has been inserted following the word ""ask."" The word ""for"" indicates the purpose of the request is whatever follows it.","- The preposition ""for"" is necessary after ""ask"" to indicate what is being asked for.",explanation_1,explanation_2,1,1,[134],[31],[83],[19],134,31,83,19,134.0,31.0,83.0,19.0,fce,['M:PREP']
fce_test_145,"I look forward to {earing=>hearing} from you soon {=>,} and if you could send me a brochure of this {holiday=>vacation ,} I would be grateful .",3,"- ""earing"" is a misspelling of ""hearing.""
- A comma was added because ""and"" is separating two independent clauses.
- A comma was added after ""vacation"" because the sentence begins with a subordinate clause.","- ""Earing"" was corrected to ""hearing"" to reflect the correct spelling of the word.
- A comma was inserted to separate the two clauses of the sentence.
- ""Holiday"" was changed to ""vacation"" to use the more common American English term.",explanation_1,explanation_2,3,3,"[39, 70, 89]","[11, 14, 17]","[80, 65, 81]","[18, 13, 18]",198,42,226,49,66.0,14.0,75.33333333333333,16.333333333333332,fce,"['R:VERB', 'M:PUNCT', 'R:OTHER']"
fce_test_757,People have seen {in=>over} the last 10 years how {diferent=>different} our clothes {had=>have} become {to=>} .,4,"- The preposition is substituted to improve fluency.
- The correct spelling is ""different.""
- The verb tense is changed to ""have"" to match the first verb of the sentence's tense.
- The preposition is deleted because there is no phrase after it, meaning that it is not required.","- 'Over' is used instead of 'in' because the sentence is referring to a period of time.
- 'Different' is spelled correctly in the revised sentence.
- The verb 'have become' is used instead of 'had become' because the sentence is in present perfect tense.
- 'To' is removed because it is not necessary in the sentence.",explanation_2,explanation_1,4,4,"[50, 36, 84, 96]","[8, 8, 20, 19]","[85, 57, 104, 60]","[21, 11, 23, 14]",266,55,306,69,66.5,13.75,76.5,17.25,fce,"['R:PREP', 'R:SPELL', 'R:VERB:TENSE', 'U:PREP']"
wiki_test_729,"Bat-Mite is often portrayed as having {near infinite=>near-infinite} magical powers {=>,} though in reality these have a scientific {explaination=>explanation ,} as he comes from a higher dimension {=>,} again similar to Mr. Mxyzptlk {who comes=>} from the {fifth=>Fifth} Dimension .",6,"- The words ""near"" and ""infinite"" are hyphenated to produce ""near-infinite."" Since the two words, combined, act as an adjective for ""powers,"" they must be hyphenated.
- ""Explanation"" is the correct spelling of ""explaination.""
- A comma was inserted after ""dimension"" to offset text that offers relevant, but nonessential information.
- ""Who comes"" was inserted before ""from."" While the collocation ""comes from"" is common in English, it is not necessary in this case. This is an optional edit.
- ""Fifth"" was capitalized because it forms part of a place treated as a proper noun.","- ""Near infinite"" needs to be hyphenated to be grammatical.
- ""Explaination"" needs to be changed to ""explanation"" to be spelled correctly.
- A comma needs to be added after ""powers"" to separate the two clauses.
- ""Again"" needs to be set off with commas because it is a parenthetical phrase.
- ""Who comes"" is unnecessary and can be deleted without changing the meaning of the sentence.
- ""fifth"" needs to be capitalized because it is part of a proper noun.",explanation_1,explanation_2,5,6,"[164, 56, 105, 156, 82]","[40, 12, 19, 37, 18]","[57, 76, 69, 77, 91, 68]","[12, 16, 16, 17, 18, 16]",563,126,438,95,112.6,25.2,73.0,15.833333333333334,wiki,"['R:OTHER', 'M:PUNCT', 'R:SPELL', 'M:PUNCT', 'M:PUNCT', 'U:OTHER', 'R:ORTH']"
wiki_dev_855,"In addition , he closely studied the affairs of the Riksdag {,=>} Government {,=>} and Ministry for Foreign Affairs .",2,"- Unnecessary commas removed in phrase ""Riksdag Government and Ministry."" Only two phrases are being separated here, so commas are not needed.","- Commas were removed before ""Government"" and ""and"" because they are part of a list with only two items, and the use of a comma before ""and"" is optional in such cases.",explanation_2,explanation_1,1,1,[140],[26],[165],[39],140,26,165,39,140.0,26.0,165.0,39.0,wiki,"['U:PUNCT', 'U:PUNCT']"
fce_dev_802,I think {=>the} media must be more understanding .,1,"- ""The"" was added before ""media."" This is the more common way to refer news and entertainment.","- An article is required before ""media"" to make it a specific, identifiable entity.",explanation_2,explanation_1,1,1,[92],[22],[81],[17],92,22,81,17,92.0,22.0,81.0,17.0,fce,['M:DET']
wiki_test_63,"Interest in Tyson 's first comeback fight since his incarceration against McNeeley was high enough for it to gross more than USD $ 96 million worldwide , including a United States record {=>of} $ 63 million for PPV television .",1,"- ""Of"" inserted after ""record."" A preposition is typically needed before a phrase describing a record.","- The preposition ""of"" is needed to indicate that the $63 million is a record, rather than just a part of the previous phrase.",explanation_2,explanation_1,1,1,[100],[21],[124],[28],100,21,124,28,100.0,21.0,124.0,28.0,wiki,['M:PREP']
wiki_test_183,"{K '=>K'} and Maxima are once again separated from their teammates {,=>} but are joined {Whip=>by Whip,} who joins them after revealing her identity to K ' .",3,"- An unnecessary space before an apostrophe has been removed.
- A comma was added before a conjunction joining two clauses.
- The preposition ""by"" was added since ""join"" can't take an object.","- The space between K and the apostrophe was removed to correctly show the character's name.
- The comma was removed to correct the sentence structure and make it more fluent.
- An article ('by') was added to make the sentence grammatically correct.",explanation_1,explanation_2,3,3,"[59, 59, 65]","[10, 11, 17]","[90, 80, 71]","[17, 15, 16]",183,38,241,48,61.0,12.666666666666666,80.33333333333333,16.0,wiki,"['R:ORTH', 'U:PUNCT', 'M:PREP', 'R:NOUN']"
wiki_test_753,"The M12 production run finally ended in 1999 when Vector went far into debt and could n't pay Lamborghini for the engines , so a W8 was taken as payment {,=>.} The W8 ended up being Wiegert 's property {=>,} which caused a few court trials .",2,"- A comma was replaced by a period to signal the end of the sentence after 'payment.'
- A comma was placed before 'which.' A comma must precede relative clauses that begin with 'which.'","- A period is inserted because the two clauses are independent and the second clause is not a continuation of the first.
- A comma is inserted to separate the two clauses because they are independent.",explanation_1,explanation_2,2,2,"[83, 97]","[19, 22]","[118, 77]","[22, 14]",180,41,195,36,90.0,20.5,97.5,18.0,wiki,"['R:PUNCT', 'M:PUNCT']"
wiki_dev_609,The {Die=>die} cuts a male thread on a preformed cylindrical rod .,1,"- The word ""die"" was changed to be lowercase because it does not refer to a proper noun.",- 'Die' should be lowercase because it is not a proper noun.,explanation_1,explanation_2,1,1,[86],[20],[58],[14],86,20,58,14,86.0,20.0,58.0,14.0,wiki,['R:ORTH']
fce_test_60,"I {am apologise For=>apologize for} any {incovenience .=>inconvenience ,} and I am waiting for your reply .",2,"- ""Am"" removed for fluency. The present tense verb ""apologize"" doesn't require ""am"" to accompany it.
- Spelling of ""apologize"" changed to match American English spelling convention.
- Unnecessary capitalization of ""for"" removed.
- Spelling of ""inconvenience"" corrected.
- Period replaced by comma after ""inconvenience."" Comma is preferable when coming before a clause starting with ""and.""","- ""am apologise For"" was corrected to ""apologize for"" to adhere to English grammar rules.
- ""incovenience"" was corrected to ""inconvenience"" to fix the spelling error.
- A comma was added after ""inconvenience"" to separate the two independent clauses in the sentence.",explanation_2,explanation_1,5,3,"[98, 78, 44, 38, 116]","[24, 13, 8, 7, 23]","[87, 74, 96]","[19, 15, 18]",374,75,257,52,74.8,15.0,85.66666666666667,17.333333333333332,fce,"['U:VERB', 'R:MORPH', 'R:ORTH', 'R:SPELL', 'R:PUNCT']"
fce_test_9,"I think if you have lots of money and do n't know what to do with it , do not go shopping {=>;} give the money to charity {, that=>. That} is better than shopping .",2,"- Because two independent clauses are being joined without using a coordinating conjunction, a semicolon or period is needed.
- Because two independent clauses are being joined without using a coordinating conjunction, a semicolon or period is needed.","- The addition of a semicolon helps to separate the two clauses that are related but distinct ideas.
- The addition of a period helps to create a complete sentence and emphasize the idea that giving to charity is better than shopping.",explanation_1,explanation_2,2,2,"[123, 123]","[20, 20]","[98, 131]","[18, 24]",246,40,229,42,123.0,20.0,114.5,21.0,fce,"['M:PUNCT', 'R:PUNCT']"
wiki_test_545,"According to the analysis of Yoav Gelber , based on a counting of the {unhabitants=>inhabitants} , the refugees , the {POW 's=>POWs ,} and the deaths , there {is=>are} no people {missing=>missing,} and therefore no massacre could have occurred .",4,"- The correct spelling is ""inhabitants.""
- ""POW's"" is changed to ""POWs"" because the noun should be plural, not possessive.
- ""Is"" is changed to ""are"" to ensure subject-verb agreement.
- A comma is added after missing because there is an independent clause following the conjunction ""and.""","- ""Unhabitants"" was corrected to ""inhabitants"" as it is the correct word for people who live in a place.
- ""POW's"" was corrected to ""POWs"" as it is the correct plural form of the acronym for ""prisoners of war.""
- ""Is"" was changed to ""are"" as the subject is plural.
- A comma was added after ""missing"" to separate clauses and improve readability.",explanation_1,explanation_2,4,4,"[38, 79, 58, 102]","[8, 20, 16, 19]","[102, 103, 51, 78]","[23, 27, 15, 15]",277,63,334,80,69.25,15.75,83.5,20.0,wiki,"['R:SPELL', 'R:OTHER', 'R:VERB:SVA', 'R:VERB']"
wiki_dev_30,"Although the authority {can not=>cannot} be described to function as a normal central bank for the Vatican City , partly due to the fact that {=>the} Vatican City does not have its own sovereign currency but adopted the euro through a monetary agreement with the EU , it still {share=>shares} at least two of the tasks normally carried out by a central bank , namely the supervision of financial transactions to prevent money laundering and {=>the} supervision of {the=>} money circulation in the state .",5,"- Unnecessary space removed in ""cannot.""
- ""Share"" replaced with ""shares."" This is the correct form agreeing with the subject ""it.""
- ""The"" added before ""supervision"" for stylistic consistency.
- ""The"" removed before ""money circulation"" for conciseness and fluency.","- 'Can not' was changed to 'cannot' for grammatical correctness.
- 'The' was added before 'Vatican City' to specify which Vatican City is being referred to.
- 'Share' was changed to 'shares' to agree with the subject 'authority.'
- 'The' was added before 'supervision' for grammatical correctness.
- 'The' was removed before 'money' to improve fluency.",explanation_1,explanation_2,4,5,"[38, 88, 59, 69]","[9, 22, 12, 14]","[62, 89, 70, 65, 52]","[15, 20, 18, 13, 13]",254,57,338,79,63.5,14.25,67.6,15.8,wiki,"['R:ORTH', 'M:DET', 'R:VERB:SVA', 'R:WO']"
wiki_dev_229,"For K < 18 , an efficient design of experiments exists for this type of model , a Box-Behnken design , augmented with positive and negative axial points of length roughly {=>the} sqrt ( 2K / 3 ) , plus point ( s ) at the origin .",1,"- The word ""the"" was added before ""sqrt"" to convey that it is a specific formula.",- 'the' is added before 'sqrt' to make the sentence grammatically correct.,explanation_1,explanation_2,1,1,[79],[20],[72],[16],79,20,72,16,79.0,20.0,72.0,16.0,wiki,['M:DET']
