id,errant_original_start,errant_original_end,errant_original_string,errant_revised_start,errant_revised_end,errant_revised_string,errant_error_type,algorithm_n_revisions,original,revised,algorithm_aligned
fce_test_50,5,6,traveling,5,7,to travel,R:VERB:FORM,3,"Finaly , I must choose traveling there in July because I am not allowed to take holidays in other months due to my work .","Finally , I must choose to travel in July because I am not allowed to take vacations in other months due to my work .","{Finaly=>Finally} , I must choose {traveling there=>to travel} in July because I am not allowed to take {holidays=>vacations} in other months due to my work ."
fce_test_50,6,7,there,7,7,,U:ADV,3,"Finaly , I must choose traveling there in July because I am not allowed to take holidays in other months due to my work .","Finally , I must choose to travel in July because I am not allowed to take vacations in other months due to my work .","{Finaly=>Finally} , I must choose {traveling there=>to travel} in July because I am not allowed to take {holidays=>vacations} in other months due to my work ."
fce_test_50,16,17,holidays,16,17,vacations,R:NOUN,3,"Finaly , I must choose traveling there in July because I am not allowed to take holidays in other months due to my work .","Finally , I must choose to travel in July because I am not allowed to take vacations in other months due to my work .","{Finaly=>Finally} , I must choose {traveling there=>to travel} in July because I am not allowed to take {holidays=>vacations} in other months due to my work ."
fce_test_720,6,7,like,6,6,,U:PREP,1,"In my opinion , shopping is like relaxing .","In my opinion , shopping is relaxing .","In my opinion , shopping is {like=>} relaxing ."
wiki_dev_170,14,14,,14,15,that,M:PREP,1,"More interestingly , Asians have very local genetic clusters inside these regions , implying different Asian ethnic groups have not historically intermarried with each other .","More interestingly , Asians have very local genetic clusters inside these regions , implying that different Asian ethnic groups have not historically intermarried with each other .","More interestingly , Asians have very local genetic clusters inside these regions , implying {=>that} different Asian ethnic groups have not historically intermarried with each other ."
wiki_dev_114,0,1,the,0,1,The,R:ORTH,1,the reasons for the current wage gaps are also the subject of controversy .,The reasons for the current wage gaps are also the subject of controversy .,{the=>The} reasons for the current wage gaps are also the subject of controversy .
wiki_dev_445,10,10,,10,11,that,M:DET,2,"Until his early twenties , Wilde summered at the villa his father built in Moytura , County Mayo .","Until his early twenties , Wilde summered at the villa that his father built in Moytura, County Mayo .","Until his early twenties , Wilde summered at the villa {=>that} his father built in {Moytura ,=>Moytura,} County Mayo ."
wiki_dev_445,14,16,"Moytura ,",15,16,"Moytura,",R:ORTH,2,"Until his early twenties , Wilde summered at the villa his father built in Moytura , County Mayo .","Until his early twenties , Wilde summered at the villa that his father built in Moytura, County Mayo .","Until his early twenties , Wilde summered at the villa {=>that} his father built in {Moytura ,=>Moytura,} County Mayo ."
fce_test_556,8,8,,8,9,it,M:PRON,2,"Finally , could you tell me how far is the nearest town or village ?","Finally , could you tell me how far it is to the nearest town or village ?","Finally , could you tell me how far {=>it} is {=>to} the nearest town or village ?"
fce_test_556,9,9,,10,11,to,M:PREP,2,"Finally , could you tell me how far is the nearest town or village ?","Finally , could you tell me how far it is to the nearest town or village ?","Finally , could you tell me how far {=>it} is {=>to} the nearest town or village ?"
fce_test_14,3,3,,3,4,what,M:PRON,1,That was not your advertisement had shown .,That was not what your advertisement had shown .,That was not {=>what} your advertisement had shown .
wiki_dev_818,8,10,: they,8,10,. They,R:PUNCT,3,They also seem to have near limitless funding : they claim to have commissioned One Canada Square for the sole purpose of probing the spatial anomaly that lies six hundred metres above sea level as well as the collateral needed to develop the advanced technology salvaged from alien wreckage for human usage .,"They also seem to have near limitless funding . They claim to have commissioned One Canada Square for the sole purpose of probing the spatial anomaly that lies six hundred meters above sea level , and they have the collateral needed to develop the advanced technology salvaged from alien wreckage for human usage .","They also seem to have near limitless funding {: they=>. They} claim to have commissioned One Canada Square for the sole purpose of probing the spatial anomaly that lies six hundred {metres=>meters} above sea level {as well as=>, and they have} the collateral needed to develop the advanced technology salvaged from alien wreckage for human usage ."
wiki_dev_818,30,31,metres,30,31,meters,R:MORPH,3,They also seem to have near limitless funding : they claim to have commissioned One Canada Square for the sole purpose of probing the spatial anomaly that lies six hundred metres above sea level as well as the collateral needed to develop the advanced technology salvaged from alien wreckage for human usage .,"They also seem to have near limitless funding . They claim to have commissioned One Canada Square for the sole purpose of probing the spatial anomaly that lies six hundred meters above sea level , and they have the collateral needed to develop the advanced technology salvaged from alien wreckage for human usage .","They also seem to have near limitless funding {: they=>. They} claim to have commissioned One Canada Square for the sole purpose of probing the spatial anomaly that lies six hundred {metres=>meters} above sea level {as well as=>, and they have} the collateral needed to develop the advanced technology salvaged from alien wreckage for human usage ."
wiki_dev_818,34,35,as,34,36,", and",R:OTHER,3,They also seem to have near limitless funding : they claim to have commissioned One Canada Square for the sole purpose of probing the spatial anomaly that lies six hundred metres above sea level as well as the collateral needed to develop the advanced technology salvaged from alien wreckage for human usage .,"They also seem to have near limitless funding . They claim to have commissioned One Canada Square for the sole purpose of probing the spatial anomaly that lies six hundred meters above sea level , and they have the collateral needed to develop the advanced technology salvaged from alien wreckage for human usage .","They also seem to have near limitless funding {: they=>. They} claim to have commissioned One Canada Square for the sole purpose of probing the spatial anomaly that lies six hundred {metres=>meters} above sea level {as well as=>, and they have} the collateral needed to develop the advanced technology salvaged from alien wreckage for human usage ."
